cla_id,cla_level1_id,cla_level1_description,cla_level2_id,cla_level2_description,cla_level3_id,cla_level3_description,cla_level1_id,cla_level4_description,cla_level5_id,cla_level5_description,question_id,criteria_id
3.4.4,3.4.4.1,"Performance Management processes are inconsistent. No metrics are used.

No roles and responsibilities for the performance of the relevant components and systems in Production are defined.

Knowledge sharing and transfer is performed in an ad-hoc way. No processes or practices for identifying, capturing, sharing, and applying knowledge.

Reactive maintenance workflow is performed in response to an AO system failure. Emergency or corrective maintenance is used. Issues are diagnosed, fixed and restored quickly.

Maintenance Request Management is ad-hoc or undefined. No ownership and responsibility for Maintenance Requests (MRs) is formaly assigned.

There is no formal process for decommissioning unused applications, AO software assets or components. Identification of unused applications is done on an ad hoc basis.",3.4.4.2,"There is a developed  Performance Management strategy. AO initiative systems and components are integrated into a performance management system.

Basic performance measurement methods are used.

There is a Knowledge Management strategy including formal processes and practices as well as initiatives for testing KM tools for knowledge sharing and transfer workflows.

Periodic planning to prevent AO components from issues or breakdowns is used. Maintenance activities are performed systematically at regular intervals for important AO components to avoid any failure occurrence or impact on operations.

There is some standardization of maintenance requests management process in some functions. Ownership and responsibility for maintenance requests management is informally assigned to a technical role. Technology tools for maintenance requests management are not standardized.

There is a decommissioning process for the replacement or upgrade of AO components that have reached end of life. This process also guides the removal of unused systems/applications and its associated resources from operating environments.",3.4.4.3,"AO performance management processes are well established. A Performance Management Platform supports the AO initiative deployment, and performance management processes. There is accountability for the performance of relevant AO components and systems in Production.

Knowledge management practices are standardised and integrated into daily operations through a knowledge sharing culture, including KM process performance measures, KM competencies and capturing lessons learned to enable the organization optimize the standard processes and approaches to “fit” business needs.

Proactive maintenance workflow involves continuous detection, diagnostic, and prognostic algorithms to forecast AO faults before they occur. Static rules or conditions of AO to support critical decision-making processes are used. The condition based Maintenance applies automation in monitoring of AO components, forecasting, and corrective action.

AO maintenance  requests are processed through a single point of contact.

Standardized technology tools are used. Maintenance Requests are registered, categorized, and prioritized, following a versioning control of approved application modifications.

AO decommissioning process mitigates security risks that may arise as software assets/components approach their end-of-life. Proactive engagement with stakeholders including the customers and user groups to prevent disruption of service or support is used. Technology tools manage the decommissioning process within functions.",3.4.4.4,"AO performance is measured at all stages of its lifecycle and provides closed-loop feedback to systems and users (engineers, developers, data scientists, etc.).

The real life performance of the AO initiative is measured. If a degradation of performances is noted, models are re-trained, and deployed automatically if they perform better than the former ones. AO performance teams are adequately skilled, trained, and rightsized to manage the massive deployment of AI components in Production.

Knowledge Management is based on best practices. The change management strategy, refines  KM practices and processes into standard, replicable methodologies across the organization. The organization is actively learning and institutionalizing functional experience to continuously optimize most digital knowledge management processes and workflows.

Predictive maintenance workflow combines automated data collection,  analytics and machine learning algorithms

A 'digital twin' is used to monitor the performance of AO. AO maintenance teams are enabled to to address potential issues before they become critical.

There is an MR repository for registering and tracking of AO process failures and user requests.

Proactive communications report failures and planned preventive maintenance activities that impact various functions in the organization.

MR management is continuously optimized within the organization.

There is full visibility into lifecycle of all SW and HW assets through the integration of decommissioning into overall asset management plans. There is regular performance reporting, evaluation of the lifecycle state of every software asset component, and estimate their end-of-life.",3.4.4.5,"Performance metrics are monitored continuously to ensure quality of service and identify potential performance degradation due to data or concept drift.

Performance auditing process is in place to assess solidity and robustness of the AO Performance Management process, current and expected performance of relevant AO components, systems, and services in Production, integrity and proper use of data, current issues and risks, compliance with given quality/legal/regulatory/security/ethical policies/rules/standards, end-user and stakeholder satisfaction, organizational and skills gaps.

There is a Knowledge Center of Excellence including methodologies that are institutionalized to support the business strategy and business model in order to achieve desired business outcomes and breakthrough innovation.

Prescriptive maintenance workflow involves the use of continuous streams of data from AO assets with data analytics and artificial intelligence/machine learning to predict failure events, recommend actions and intelligently schedule service maintenance to reduce operational risks.

MRs management is continuously optimized across the organization's ecosystem with the AO management process linked to the maintenance improvement process. MR repository is operational and used for registering and tracking of failures and user requests within the organization and its ecosystem partners.

Maintenance process performance are measured and documented, with details on the usage and the costs for all maintenance services.

Standardized management reports for maintenance service request are made available to relevant stakeholders in the organization.

The organization continuously reviews and optimizes the decommissioning process, to reflect lessons learned. There is a well established AO support plan with clear timelines for ending support on prior versions, and proactively engage with stakeholders across organization and ecosystem partners including customers to prevent disruption of AO service or support.",3.4.4,3.4.4
4.1.1,4.1.1.1,Manual monitor networks and detect anomaly online,4.1.1.2,Automate monitoring networks and detecting anomaly with predefined logic.,4.1.1.3,Machine assisted monitoring networks and detecting anomaly through dynamic and programmable rules and policy.,4.1.1.4,AI-assisted cognitive monitoring networks and detecting anomaly,4.1.1.5,Full autonomous in monitoring networks and detecting anomaly,4.1.1,4.1.1
4.1.2,4.1.2.1,Manual demarcate and root-cause locate online.,4.1.2.2,Automate demarcation and root-cause locating with predefined logic.,4.1.2.3,Machine assisted demarcating and root-cause locating through dynamic and programmable rules and policy.,4.1.2.4,AI-assisted cognitive demarcation and root-cause locating,4.1.2.5,Full autonomous in the demarcation and root-cause locating.,4.1.2,4.1.2
4.1.3,4.1.3.1,Manual formulate and decide solution online,4.1.3.2,Automate solution formulation and decision with predefined logic.,4.1.3.3,Machine assisted solution formulation and decision through dynamic and programmable rules and policy.,4.1.3.4,AI-assisted cognitive solution formulation.,4.1.3.5,Full autonomous in the solution formulation and decision.,4.1.3,4.1.3
4.1.4,4.1.4.1,Manual execute solution online.,4.1.4.2,Automate solution execution with predefined logic.,4.1.4.3,Machine assisted solution execution through dynamic and programmable rules and policy.,4.1.4.4,AI-assisted cognitive solution execution.,4.1.4.5,Full autonomous in the solution execution.,4.1.4,4.1.4
4.2.1,4.2.1.1,Manual detect customer network experience online.,4.2.1.2,Automate customer network experience detecting with predefined logic.,4.2.1.3,Machine assisted network experience issue detecting through dynamic and programmable rules and policy.,4.2.1.4,AI-assisted cognitive network experience detection.,4.2.1.5,Full autonomous in the network experience detection.,4.2.1,4.2.1
4.2.2,4.2.2.1,Manual determine root-cause online.,4.2.2.2,Automate root-cause determining with predefined logic.,4.2.2.3,Machine assisted corrective action determining through dynamic and programmable rules and policy.,4.2.2.4,AI-assisted cognitive corrective action identification,4.2.2.5,Full autonomous in determining the corrective action.,4.2.2,4.2.2
4.2.3,4.2.3.1,Manual determine corrective action online.,4.2.3.2,Automate corrective action determining with predefined logic.,4.2.3.3,Machine assisted corrective action determining through dynamic and programmable rules and policy.,4.2.3.4,AI-assisted cognitive corrective action identification,4.2.3.5,Full autonomous in determining the corrective action.,4.2.3,4.2.3
4.2.4,4.2.4.1,Manual implement corrective action online.,4.2.4.2,Automate corrective action implementing with predefined logic.,4.2.4.3,Machine assisted corrective action implementing through dynamic and programmable rules and policy.,4.2.4.4,AI-assisted cognitive corrective action implementation,4.2.4.5,Full autonomous in implementing the corrective action.,4.2.4,4.2.4
4.3.1,4.3.1.1,Manual complaints pre-handling online.,4.3.1.2,Automate complaints pre-handling with predefined logic.,4.3.1.3,Machine assisted complaint pre-handling through dynamic and programmable rules and policy.,4.3.1.4,AI-assisted in the complaint pre-handling and resolution decision.,4.3.1.5,Full autonomous in the complaint pre-handling.,4.3.1,4.3.1
4.3.2,4.3.2.1,Manual identify complaint root-cause online.,4.3.2.2,Automate complaint root-cause locating with predefined logic.,4.3.2.3,Machine assisted complaint root-cause identifying through dynamic and programmable rules and policy.,4.3.2.4,AI-assisted in customer complaint root-cause inference.,4.3.2.5,Full autonomous in the complaint root-cause identification.,4.3.2,4.3.2
4.3.3,4.3.3.1,Manual develop corrective action online.,4.3.3.2,Automate corrective action developing with predefined logic.,4.3.3.3,Machine assisted corrective action developing through dynamic and programmable rules and policy.,4.3.3.4,AI-assisted in cognitive development of a corrective action plan.,4.3.3.5,Full autonomous in the corrective action plan development.,4.3.3,4.3.3
4.3.4,4.3.4.1,Manual execute action online,4.3.4.2,Automate action plan execution with predefined logic.,4.3.4.3,Machine assisted action plan execution through dynamic and programmable rules and policy.,4.3.4.4,AI-assisted in the cognitive execution of an action plan.,4.3.4.5,Full autonomous in the action plan execution.,4.3.4,4.3.4
4.4.1,4.4.1.1,Manual identify customer value gaps online.,4.4.1.2,Automate customer value gaps identification with predefined logic.,4.4.1.3,Machine assisted customer value gaps identifying through dynamic and programmable rules and policy.,4.4.1.4,AI-assisted in the customer value gaps inference.,4.4.1.5,Full autonomous in the customer value gaps identification.,4.4.1,4.4.1
4.4.2,4.4.2.1,Manual develop value improvement online.,4.4.2.2,Automate value improvement developing with predefined logic.,4.4.2.3,Machine assisted value improvement plan developing through dynamic and programmable rules and policy.,4.4.2.4,AI-assisted in the cognitive development of a value improvement plan.,4.4.2.5,Full autonomous in the value improvement plan development.,4.4.2,4.4.2
4.4.3,4.4.3.1,Manual design products and programs online.,4.4.3.2,Automate products and programs designing with predefined logic.,4.4.3.3,Machine assisted products and programs designing through dynamic and programmable rules and policy.,4.4.3.4,AI-assisted in the cognitive design of products and programs.,4.4.3.5,Full autonomous in the products and programs design.,4.4.3,4.4.3
4.4.4,4.4.4.1,Manual execute programs online.,4.4.4.2,Automate program execution with predefined logic.,4.4.4.3,Machine assisted programs execution through dynamic and programmable rules and policy.,4.4.4.4,AI-assisted in the cognitive programs' execution.,4.4.4.5,Full autonomous in the program execution.,4.4.4,4.4.4
4.5.1,4.5.1.1,"Energy saving is performed at discrete level of automation, mainly depending on manual intervention. (e.g., close the AAU module of the base station during idle hours (0 to 5 am), plus seasonal control of air conditioning).",4.5.1.2,"Recognizes ongoing implementation of autonomy-backed technology on the workflow of Energy saving. (e.g., close the AAU module of the base station during idle hours autonomously with the IOT control. System automatically controls and shuts down the air conditioning in winter).",4.5.1.3,"Energy saving is performed as an end-to-end process. Energy saving measures such as (e.g., symbol shutdown, channel shutdown, carrier shutdown, deep sleep, and power control have been deployed autonomously with IOT control).",4.5.1.4,"Energy saving is performed as an end-to-end process. Under the AI intelligent prediction model, using automated and advanced tools (e.g., predective traffic shifting and providing more idle time to electronics/data center) for energy saving purposes.",4.5.1.5,"Using advanced technologies, such as digital twins, big data, artificial intelligence, etc., across the AO ecosystem. Three-dimensional and visual planning, real-time and intelligent operation, dynamic closed-loop to achieve data-driven and value mining.",4.5.1,4.5.1
4.5.2,4.5.2.1,"Energy saving is performed at discrete level of automation,mainly depend on manual intervation.Natural cold resource?PUE decrease 5%?,Lighting Control automation(lighting bill decrease 60% ),Decrease vacant racks (PUE decrease 20% ) in operation. Reducing manual handling of customer problems thereby reducing energy needs for office space and increasing per hour customer served etc.",4.5.2.2,"Recognizes ongoing implementation of autonomy-backed technology on the workflow of Energy saving,such as Optimal airflow circulation(PUE decrease 1.3%), Optimal terminal air conditioning parameters are achieved automatically according to threshold(power decrease35%)?


",4.5.2.3,Energy saving is performed at end-to-end process(data collect?energy model training?AI high-precision optimization?Automatic distribution) by function. Air conditioning parameters are achieved through intelligent adjustment and optimization with the autonomous technology of big data analysis?AI prediction of energy consumption.,4.5.2.4,"Energy saving is performed at end-to-end process cross-functionally. Establish ""Standard&Poor's"" rating system, Split the PUE composition factors shift from overall PUE control to PUE factor control.Horizontal comparison of  PUE composition factors, demarcate and locate the abnormal PUE factors,formulate the resolutions autonomously, closed loop after deployment. This methodolgy make the system scalability, accessibility and retainability.

PUE=Total energy consumption/IT Load energy consumption",4.5.2.5,"Using digital twins, big data, artificial intelligence  across the AO ecosystem. Three-dimensional and visual planning?real-time and intelligent operation?dynamic closed-loop to achieve data-driven and Value mining. Providing autonomous capability in system operation scheduling, load balancing, shifting of business functions across working hours etc",4.5.2,4.5.2
4.6.1,4.6.1.1,Human centric validation process with little automation,4.6.1.2,Human centric validation process with automation within system and domain,4.6.1.3,"Automated validation process with validation across systems/domain

Additional Examples- Catalogue-driven validation (with policies/rules configuration automatically applied)",4.6.1.4,AI enabled data correction capability- descereate level,4.6.1.5,End to end synchronized AI enabled validation and correction function,4.6.1,4.6.1
4.6.2,4.6.2.1,Human centric order decomposition and resource allocation process,4.6.2.2,Automated decomposition process with manual resource reservation,4.6.2.3,"Automated end to end process for decomposition and resource allocation
",4.6.2.4,AI enabled tools and system to take adaptive decision in resource reservation,4.6.2.5,AI driven process to handle resource shortfall and proactive least cost resource identification before allocation,4.6.2,4.6.2
4.6.3,4.6.3.1,Manual queue based exceptional handling and jeopardy process,4.6.3.2,"Tools and system supported process with some level of automation	",4.6.3.3,Automated end to end process for exception handling and jeopardy management,4.6.3.4,AI enabled decision making and partner engagement process to address exceptions in order fulfilment,4.6.3.5,AI enabled realtime end to end workflow management to avoid any exception in order journey,4.6.3,4.6.3
4.6.4,4.6.4.1,Sequential service activation and updation of inventory through manual operational workflow,4.6.4.2,Descrete automation within system/domain,4.6.4.3,End to end automated workflow for service activation and inventoy updation,4.6.4.4,Autonomous process to update and synchronize inventory with change in network/service configuration,4.6.4.5,Autonomous process for inventory data synchronization across systems and inventory data consumers woth change in network/service configuration,4.6.4,4.6.4
5.1.1,5.1.1.1,"The organization does not embed/foster innovative spirit, but management started to explore the concept. ",5.1.1.2,The organization starts to see the importance of innovative spirit in relation to AO and  explore ways to embeds/fosters Innovative spirit in its organization but have just started. ,5.1.1.3,The organization embeds/fosters Innovative spirit in some of its operations so AO starts to form close-loop support. The organization established a special team to reward staff with innovate ideas and started to develop performance and reward system to encourage innovate spirit. ,5.1.1.4,The organization embeds/fosters Innovative spirit in most of its operations so AO forms close-loop linkage among most operation. The organization established clear performance and reward to those provide innovate ideas. ,5.1.1.5,The organization embeds/fosters Innovative spirit in all of its operations and AO forms close-loop linking up the whole organization. The organization has clear performance and reward systems to reward and honor those provide innovative ideas so to encourage all to innovate. ,5.1.1,5.1.1
5.1.2,5.1.2.1,"The organization does not prioritize the resources required for innovation within its culture (people, tools, budget etc.)",5.1.2.2,he organisation prioritizes some resources required for innovation that is related to AO. ,5.1.2.3,The organization  prioritizes many of the resources required for innovation that is related to AO,5.1.2.4,The organisation prioritizes most of the resources required for innovation that is related to AO and also to support innovate teams and their initiatives. ,5.1.2.5,"The organisation prioritizes all the resources required for innovation that is related to AO. Also, the performance reward system also put innovation staff at the one of the top performance members. ",5.1.2,5.1.2
5.1.3,5.1.3.1,The organization does not have any measure to foster innovative team for the development of AO. All teams are created under traditional hierarchy structure. ,5.1.3.2,"The organization starts to develop innovative teams under trial period to examine the right mix for the development of AO. After the trial period, management will then decide for the next steps.",5.1.3.3,The organization innovative teams (within business unit) creation for the development of AO is well-defined. Monetary support requires case by case approval.,5.1.3.4,The organization innovative teams (even for cross-functional team) creation for the development of AO is a standard process under the need demand. Monetary support guide established and under review. ,5.1.3.5,The organization innovative teams (even for cross-functional team) creation for the development of AO are well established with clear outcome defined. Monetary and management support are formalized. ,5.1.3,5.1.3
5.1.4,5.1.4.1,"The organization's approach to innovation is ad hoc, informal, ineffective and not transparent and not supporting the development of AO. ",5.1.4.2,The organization approach to innovation is formal but not transparent and not transparent and not focus on development of AO. ,5.1.4.3,The organization approach to innovation is formal and semi-transparent. Part of the development is related to AO with measurable outcome. ,5.1.4.4,The organization approach to innovation is formal and transparent. Part of the development is related to AO with effective outcome. ,5.1.4.5,"The organization approach to innovation is formal, effective and fully transparent to the development of AO with leading benchmarking. ",5.1.4,5.1.4
5.2.1,5.2.1.1,All activities and tasks related to AO does not have defined set of level of output. ,5.2.1.2,Some activities and tasks related to AO have defined set of output but still under fine-tuning to ensure desired level of excellence. ,5.2.1.3,"Some activities and tasks related to AO have defined set of desired level of output.  For below desired level of output,  review and corrective actions will be implemented to try to achieve the desired level. ",5.2.1.4,"Most activities and tasks related to AO have defined set of desired level of output.  For below desired level of output,  review and corrective actions will be implemented to try to achieve the desired level. ",5.2.1.5,"All activities and tasks related to AO have defined set of desired level of output.  For below desired level of output,  review and corrective actions will be implemented to try to achieve the desired level. ",5.2.1,5.2.1
5.2.2,5.2.2.1,"No procedures, action or contrivance designed to lower or prevent the occurrence of AO defects. Only initial measurement to understand the occurrence of AO defects. ",5.2.2.2,"No procedures, Some ad hoc actions or contrivance designed to lower or prevent the occurrence of AO defects.  Measurement in place to understand the occurrence of AO defects.",5.2.2.3,"Some procedures, actions or contrivance designed to lower or prevent the occurrence of AO defects.",5.2.2.4,"Most procedures, actions or contrivance designed to lower or prevent the occurrence of AO defects. ",5.2.2.5,"All procedures, actions or contrivance designed to lower or prevent the occurrence of AO defects.  ",5.2.2,5.2.2
5.2.3,5.2.3.1,No AO process established in preparing and delivering customer requirements. Only traditional process in place to satisfy customer demand. ,5.2.3.2,AO process under development and in trial period. Most customer requirements are delivered under traditional process. ,5.2.3.3,AO process in place and some customers' requirements are being delivered. Traditional process still in place to support complex and customized requirements. ,5.2.3.4,AO process in place and most customers' requirements are being delivered. Traditional process still in service for less than 20% of the delivery requirements. ,5.2.3.5,"AO process in place and able to deliver all various type of customers (B2C, ToB...etc) requirements (customized and standard). ",5.2.3,5.2.3
5.2.4,5.2.4.1,The organization does not provide AO skill development. Staff need to gain these AO skill-sets from their own source.,5.2.4.2,The organization provides limited AO skill development. Measurement only limited to training hours and not yet on effectiveness. ,5.2.4.3,The organization provides AO skill development. Measurement of the effectiveness only on functional units and not on individual level. ,5.2.4.4,The organization provides AO skill development for all staff. Effectiveness are being measured by individual measurable targets and KPIs set within the functional unit. ,5.2.4.5,The organization provides AO skill development for all staff. Effectiveness are being measured by the direct contribution to business value. ,5.2.4,5.2.4
5.3.1,5.3.1.1,Leadership creates a culture that does not put AO as a major initiative. AO implementation only on individual functional units and does not gain full attention. ,5.3.1.2,Leadership creates a culture that is aligned with the organizations purpose and values and partially addresses the AO opportunities and challenges and is partially implemented. ,5.3.1.3,Leadership creates a simplified AO culture that is aligned with the organizations purpose and values and fully addresses the AO opportunities and challenges and is implemented coherently in multiple core parts of the business.,5.3.1.4,Leadership creates a culture that is aligned with the organisations purpose and values and fully addresses the AO opportunities and challenges dynamically and at scale across the organization.,5.3.1.5,Leadership creates a culture that is demonstrating clear industry leadership in AO strategy implementation and in influencing industry and ecosystem direction,5.3.1,5.3.1
5.3.2,5.3.2.1,Staff have not yet understood the importance of AO. Using AO mindset or view is on an ad hoc basis in the digital arena. ,5.3.2.2,Staff started to understand the importance of AO and just started to learn how to apply AO mindset in the digital arena. ,5.3.2.3,Staff started to accept the importance of AO and embrace AO mindset in certain digital initiatives and projects. ,5.3.2.4,Company as a whole embrace the importance of AO. Various ways to enhance AO mindset is applied to all digital arena. ,5.3.2.5,Company is able to work with ecosystem partners with various ways to improve AO mindset in all digital arena. ,5.3.2,5.3.2
5.3.3,5.3.3.1,Management have not yet understood the importance of AO in digital transformation and guided by existing core values in digital arena.,5.3.3.2,Management started to accept the importance of AO in digital transformation. Evaluation started to adjust the core values to align with AO. ,5.3.3.3,Management started to accept the importance of AO in digital transformation and core values are lived in certain initiatives and projects and units.,5.3.3.4,Organisation as a whole embrace the importance of AO in digital transformation and core values are lived across all units.,5.3.3.5,Organisation is able to work with ecosystem partners and lead them in adopting AO as one of the core values to be developed amongst them.  ,5.3.3,5.3.3
5.4.1,5.4.1.1,"The organization structure, incentive schemes, performance evaluation system and workplace is not aligned to the AO vision. ",5.4.1.2,"The organization structure, incentive schemes, performance evaluation system and workplace starts to review according to AO vision. ",5.4.1.3,"The organization structure, incentive schemes, performance evaluation system and workplace starts to align at senior levels to AO vision. ",5.4.1.4,"The organization structure, incentive schemes, performance evaluation system and workplace aligned amongst most functional units to AO vision. ",5.4.1.5,"The organization structure, incentive schemes, performance evaluation system and workplace aligned across all units to the AO vision. ",5.4.1,5.4.1
5.4.2,5.4.2.1,Shared AO value and the Zero-X experience have not yet implemented in the customer experience. ,5.4.2.2,Shared AO value and the Zero-X experience are implemented to at one of the major products to give superior experience to customers. ,5.4.2.3,Shared AO value and the Zero-X experience are implemented in most service and products for superior experience to customers. ,5.4.2.4,Shared AO value and the Zero-X experience are implemented in all service and products across the whole customer journey and able to dynamically aligned with customer changing behavior and needs. ,5.4.2.5,Shared AO value and the Zero-X experience are implemented and linked up with ecosystem partners to give the best customer experience in the market. ,5.4.2,5.4.2
5.4.3,5.4.3.1,"The organisation had the AO visions but does not have the framework and methodologies to support it.  Tangible measures like KPI/ OKRs, decision-making process and feedback system have not yet aligned to the AO vision. ",5.4.3.2,"The organisation had the AO visions and started to explore the company  framework and methodologies to support it.  Some tangible measures like KPI/ OKRs, decision-making process and feedback system is under construction to aligned to the AO vision. ",5.4.3.3,"The organisation had the AO visions and implementing the company  framework and methodologies to support it.  Some tangible measures like KPI/ OKRs, decision-making process and feedback system already aligned to the AO vision. ",5.4.3.4,"The organisation had the AO visions and implemented the framework and methodologies to support it. The organisation is still in alignment with its ecosystem partners.  All tangible measures like KPI/ OKRs, decision-making process and feedback system have aligned internally to the AO vision. ",5.4.3.5,"The organisation and its ecosystem partners had the AO visions and already implemented  the necessary framework and methodologies to support it.  All tangible measures like KPI/ OKRs, decision-making process and feedback system have aligned to the AO vision. ",5.4.3,5.4.3
5.5.1,5.5.1.1,"The company has AO vision, but the working environment still require improvement to promote staff to accept AO and work under AO. ",5.5.1.2,"The working environment started to align with AO systems and processes. Staff still think AO is new, and the working environment still require gear up to Autonomous Operations.",5.5.1.3,The working environment enable and aligned to AO systems and processes. Around 50% of the staff think AO is useful under the working environment. ,5.5.1.4,The working environment enable Autonomous Operations. Most staff members think AO is the norms under the working environment. ,5.5.1.5,The working environment enable Autonomous Operations and also comply to international standards and out-performed most benchmarking. ,5.5.1,5.5.1
5.5.2,5.5.2.1,"The company has AO vision, but the supporting tools still require improvement to promote staff to accept AO and work under AO.",5.5.2.2,"The supporting tools started to align with AO systems and processes. Staff still think AO is new, and the supporting tools still require gear up to Autonomous Operations. ",5.5.2.3,The supporting tools enable and aligned to AO systems and processes. Around 50% of the staff think AO is useful with the supporting tools.  ,5.5.2.4,The supporting tools enable Autonomous Operations. Most staff members think AO is the norms under the supporting tools.  ,5.5.2.5,The supporting tools enable Autonomous Operations and also comply to main international standards and out-performed most benchmarking. ,5.5.2,5.5.2
5.5.3,5.5.3.1,"The company has AO vision, but the Corporate Policies still require improvement to promote staff to accept AO and work under AO. ",5.5.3.2,"The Corporate Policies started to align with AO systems and processes. Staff still think AO is new, and the Corporate Policies still require gear up to Autonomous Operations. ",5.5.3.3,The Corporate Policies enable and aligned to AO systems and processes. Around 50% of the staff think AO is useful under the Corporate Policies. ,5.5.3.4,The Corporate Policies enable Autonomous Operations. Most staff members think AO is the norms under the Corporate Policies. ,5.5.3.5,The Corporate Policies enable Autonomous Operations and also comply to main international standards and out-performed most benchmarking. ,5.5.3,5.5.3
5.5.4,5.5.4.1,The company does not have knowledge capturing system and does not have the initiatives to capture knowledge related to AO and its relevant topics. ,5.5.4.2,The company does have a knowledge capturing system and started to capture knowledge related to AO. Still the categories are pre-mature and create difficulties for searching and sharing. ,5.5.4.3,The company has AO knowledge capturing system and indexing are clear and capable for expansion. Searching and Sharing are fully self-service. ,5.5.4.4,The company has AO knowledge capturing system and indexing are clear and capable for expansion. Categories are easy to understand and able to have intelligence tailored for different functional units and strong protection from illegal retrieval. ,5.5.4.5,The company has AO knowledge capturing system with advance indexing. Intelligent categorization and regular audit in place to retire out-dated documents.,5.5.4,5.5.4
5.5.5,5.5.5.1,The company does not have knowledge capturing system and individual staff share AO knowledge on ad hoc base and no recording for later retrieval. ,5.5.5.2,The company does have a knowledge capturing system and started to capture knowledge related to AO. Still the categories are pre-mature and create difficulties to file systematically. ,5.5.5.3,The company has AO knowledge capturing system and indexing are clear and capable for expansion. Material being capture still need to enrich by semiautomatic ways. ,5.5.5.4,The company has AO knowledge capturing system and indexing are clear and capable for expansion. Categories are easy to understand and able to have intelligence tailored for different functional units and strong protection from illegal retrieval. ,5.5.5.5,"The company has AO knowledge capturing system with advance indexing. Intelligent categorization, regular feedback and audit to ensure latest AO information, security protection are in place and regular sessions to inspire staff to share. ",5.5.5,5.5.5
6.1.1,6.1.1.1,The data requirement to support AO started to define and exploring the feasible data source for collection. Not yet able to support AO. ,6.1.1.2,The data requirement to support AO is defined. Data collection channels are fixed and only access to internal data sources. Only supporting limited AO. Initial KPIs are established and under fine-tuning. ,6.1.1.3,The data requirement to support AO is defined. Data collections channels established with limited APIs to interface some external data sources. KPI results are out to monitor the effectiveness of data collections. Corrective actions required. ,6.1.1.4,Data collection channels established for all defined requirements for AO. Any new requirements still require case by case study. Change request also in place. KPI are well established to monitor effectiveness on data collection. ,6.1.1.5,The data collection channels can collect both internal and external sources for effective AO. All new requirements and changes are in place with minimum interruption to existing data collection. Essential KPIs established and all meet to show data collection is in above benchmarking. ,6.1.1,6.1.1
6.1.2,6.1.2.1,"During the transmission of data between source to a destination, no guarantee or control is provided for the transmission rate and security performance. ",6.1.2.2,"Establishing data transmission channels between source to a destination can enable data transmission, with basic and limited data encryption capabilities. ",6.1.2.3,Building a data transmission network can enable high-speed data transmission and provide dedicated channels to ensure data security automatically. ,6.1.2.4,Establishing a deterministic data transmission network can guarantee data transmission rates according to SLA levels enabled by intelligent automation. Achieve data value maximization through privacy computing techniques and prevent data leaks. ,6.1.2.5,The data is transmitted in a fully automated software-defined network and is encrypted using AI/ML assisted automation technology during transmission to prevent data leaks and tampering.,6.1.2,6.1.2
6.1.3,6.1.3.1,"To meet the basic needs of data storage, manual intervention is required to conduct storage operations. ",6.1.3.2,"The appropriate data storage technologies and platforms need to be selected, and data storage can be automated through the use of DAS, NAS, and SAN storage technologies.",6.1.3.3,"Dynamic data storage solutions need to be implemented, including dynamic data migration and testing, and system stability needs to be ensured. ",6.1.3.4,"The performance of the data storage system needs to be optimized, with continuous AL/ML-driven monitoring and improvement to adapt to changing business storage needs. ",6.1.3.5,"Industry best practices need to be followed, innovative data storage technologies explored, and progress made in the field of data storage with the assisted automation",6.1.3,6.1.3
6.1.4,6.1.4.1,"When customer information is consumed  through manual authorization for business goals , real-time alerts are detected manually for access and operation involving sensitive data, and all sensitive data leaving the company's network and computing environment need to be manually de-identified.",6.1.4.2,"When customer information is constumed  through manual authorization for business goals, real-time alerts are detected limited automation for access and operation involving sensitive data, and all sensitive data leaving the company's network and computing environment need to be manually de-identified.",6.1.4.3,"When customer information is consumed through manual authorization for business goals , real-time alerts are detected some automation for access and operation involving sensitive data, and a program is developed to implement partly automation of de-identification operations.",6.1.4.4,"When customer information is consumed through limited artificial intelligence authorization for business goals, real-time alerts are detected more  automation for access and operation involving sensitive data, and a program is developed to implement automated de-identification of all data.",6.1.4.5,"When customer information is consumed through full artificial intelligence authorization for business goals,  real-time alerts are detected full automation for access and operation involving sensitive data, and a program is developed to implement AI-based automation de-identification of all data.",6.1.4,6.1.4
6.1.5,6.1.5.1,The process to share data is under development.,6.1.5.2,The process to share  data is in production for inner areas without any restrictions.,6.1.5.3,The process to share  data is in production  for inner areas with some restrictions.,6.1.5.4,The process to share  data is in production  for external areas with some restrictions.,6.1.5.5,"The process to share  data is in production  for ecosystem areas with some restrictions.
",6.1.5,6.1.5
6.1.6,6.1.6.1,The process to retire data is under development. ,6.1.6.2,The process to retire data is in production. The set of KPIs to monitor this is under evaluation. ,6.1.6.3,The process to retire data is in production for most areas. KPIs are set to monitor the effectiveness of this process and some KPIs results has achieved satisfactory. ,6.1.6.4,The process to retire data is in production for all areas. KPIs are set to monitor the effectiveness of this process and most KPI results has achieved satisfactory. ,6.1.6.5,The process to retire data is in production for all areas. External audit certify the process are well established. ,6.1.6,6.1.6
